content,score,at
Ada yang sama gak sih? Masa filter instagram disaat mau dipake malah ngeblur? Malah muka kita jadi rata 😭 sebelumnya gak kaya gini 🥺 pake filter ig yg ada makeup nya mau itu pake camera belakang camera depan udah pake flash juga tetep aja ngeblur :(,1,2023-09-29 01:51:39
Ini kenapa ya Instagram ketika udah saya update bikin sg yang awal vid warna nya bagus kok tiba tiba berubah warna nya jadi gelap? Tolong diperbaikinya lagi seperti Instagram yg sebelumnya 🙏,1,2023-09-29 01:15:25
"tolong dong Instagram beneri fitur music di akun ig blgistrsyah_ soalnya setiap liat story jadi ga enak selalu masalah di lagu dan ga bisa milih lagu yang kita inginkan semoga diperbaiki secepatnya yaa,,,",3,2023-09-29 00:12:30
"Musik instagram woi.. tidak tersedia. Tidak ditemukan .. kenapa?....sudah seminggu lhoo seperti ini.! Sebelumnya aman tapi sekarang musik tidak ditemukan. Yang muncul musik gak jelas, tidak terkenal, aneh. TOLONG PERBAIKI TLOL!!!",1,2023-09-28 22:57:18
"Good app😍, tapi kok akhir akhir ini setelah di update kok ada bug sih. Bug nya saya gak bisa ngeliat notifikasi, baru mencet notifikasi malah langsung keluar aplikasi.",5,2023-09-28 22:18:29
"awalnya udh jd aplikasi paling favorit cm udh dari kemarin-kemarin selalu ga bisa save foto/video yg baru di take, setelah disave ga langsung masuk galeri harus nunggu lama atau hp harus di restart dulu baru masuk galeri foto/videonya. Mohon diperbaiki lagi minusnya",1,2023-09-28 21:11:58
Musik pada reels dan story banyak yang tidak muncul ketika di search. Tolong segera diperbaiki. Membuat ketidaknyamanan ketika ingin buat story di IG. Terima kasih,1,2023-09-28 20:42:35
"Saya kurangi 1 bintang. Karena akhir-akhir ini instagram terlalu banyak update dan banyak bug, bahkan proses postingan pun tiba-tiba balik dari awal dan hasil caption di reels sering menghilang. Mohon untuk diperbaiki, terima kasih",4,2023-09-28 20:08:23
"Parah sih, makin diupdate makin aneh. Nambahi music nggak ditemuin, malah yg muncul lagu2 barat gak jelas. Bisa diperbaik gak sih? Aneh banget, lagu2 di reels aku jg pada ilang semua. IG lg kena apa sih? Kenapa jd kyak gini?",1,2023-09-28 20:01:08
"nggak jelas, udah di update malah jadi banyak bug nya. terus notes music nya juga gak bisa digunain, padahal diaccount aku yang satu lagi bisa loh? padahal dulu sebelum sejauh ini suka bgt sama insta apalagi semenjak ada fitur notes, eh tapi malah ilang. mohon diperbaiki lagi ya supaya jauh lebih baik.",2,2023-09-28 19:28:29
Musiknya ilang min gimana nie saya mau up story malah gada musik yang biasanya di pakee gimana ini solusianya semua cara udah di lakukan masih tetep gabisa. Tolong di perjelas!!,1,2023-09-28 18:49:48
"Tolong update nya di perbaiki lagi, masa iya saya foto udah saya simpen tapi malah ga masuk galeri cuman di ig aja, tolong di perbaiki lagi fitur"" nya, bug udah dari kemaren ga di perbaiki"". lagunya juga gitu udh bener"" cari judul + pencipta nya tetep ga muncul, makin update makin aneh aja.",1,2023-09-28 17:26:41
"Makin lama updatenya tambah cacat ig sekarang dan masalah yg selalu terjadi di akun saya sering tidak bisa follow akun terbaru, masa 2 hari tidak saya log out ig nya terjadi lagi masalah tidak bisa follow akun orang lain, padahal saya gak ada spam follow, selalu terjadi masalah tidak bisa follow, itu pasti terjadi kalau ada update terbaru.",1,2023-09-28 16:49:20
"Aplikasi nya banyak bug masa saya mau cari efek jadinya malah kepoto saya ulang terus menerus dan hasilnya masih sama,saya sarankan agar memperbaiki lagi aplikasi nya agar tidak ada lagi yang namanya bug.",1,2023-09-28 16:05:37
"Aplikasi terbaik memang, dari dulu memakai aplikasi ini tidak ada kendala sedikitpum semakin hari semakin baik peningkatannya juga tidak mengubah pengaturan awal, jadi pemakaian akan selalu baik, banyakin filter biar lebih baik dan fitur penyimpanan video juga.",5,2023-09-28 15:36:42
Kenapa ya ig saya sekarang buat foto ama vidio gak mau nyimpan otomatis langsung ke galeri padahal pengaturan simpan file udah di aktifin semua udah dicoba hapus instal lagi tetep kaya gitu foto ga masuk lgsg otomatis ke galeri harus ini itu intinya jadi ribett .hallo.apa baik sedang tidak baik baik saja utk apk ny .tolong dong diperbaiki ada yang tau solusi nya ga sih atau emang semua merata kaya gini,2,2023-09-28 15:01:44
"mau posting foto di feed pakai musik tapi lagu yang dipengen ga ada, udah coba beralih akun profesional akun pribadi juga sama aja, udah lapor berkali² tetep aja, di update di uninstall ga ada perubahan, plisss Instagram benahin dong😫",2,2023-09-28 13:36:25
"Makin diupdate makin nggak beres, masa musiknya nggak muncul semua, tolong segera diperbaiki. Yg blm update mendingan jngan di update dri pda nggk bisa buat story music lagi",1,2023-09-28 13:16:48
"Kenapa makin di update makin lemot? Biasanya saya kalau bikin story dan saya simpan langsung kesimpan ke galeri, tp kenapa ini tidak. Padahal sinyal aman. Sudah coba di uninstal terus instal ulang tetap saja tidak ada perubahan. Tolong perbaiki fitur²nya seperti semula dong.. Biar makin nyaman pakai aplikasinya🙏",2,2023-09-28 08:53:33
"Mengapa akun Instagram saya tidak bisa menambahkan musik di ceritanya? Saat diakses muncul notifikasi 'Lagu tidak ditemukan'. Saya juga tidak bisa mendengar musik di cerita orang lain, selalu muncul notifikasi 'Lagu ini sekarang tidak tersedia'.",1,2023-09-28 07:38:58
"Plislah, Ig nya belum di update dikasih bug followers. Jadinya ngaruh berkurang nya follower pada user profil followers. Terus sama bagian pencarian ada reels nya itu juga terulang ulang videonya. Satu masalah satu bintang hilang, jika bintang itu bersinar buat user Instagram nyaman digunakan",4,2023-09-28 04:52:06
"Makin kesini Instagram makin kocak banget, mau pake fitur musik semua lagu ga tersedia, ada beberapa tapi alay anjir, foto pake ig pas di save ga ada tuh poto ama video di galeri, mau reply mention gabisa, kesel gw. Kalau ada pilihan ga ngasih bintang gw gabakalna ngasih bintang sama nih aplikasi😤😤😤😤 Instagram anjir banget lahh",1,2023-09-27 23:15:06
"Kenapa ya ig saya gabisa buat story pake musik, yang muncul musiknya cuma musik gak jelas, musik lokal indo gada, gmna pihak instagram solusinya, harus ditingkatkan lagi performanya, sangat disayangkan sekali aplikasi umat dunia performanya menurun tidak seperti dulu dulu yang lancar tidak ada bug",2,2023-09-27 22:10:41
"sumpahh kapan sh dibenerin nya anjir udah beberapa hari berlalu dan udah beberapa kali update ini kenapa gak ada perbaikan juga sih?, asli ngeganggu banget tau mau pasang story lagunya gak ada. repotin banget tau kalo harus ganti akun dulu buat bikin story terus di repost di akun lain. kalo gini terus mendingan di uninstall aja",1,2023-09-27 18:55:36
"lagunya pada hilang semua, pada jadi lagu spanyol. search lagu Indonesia sama ing pada gaada semua, bug nya cepet diperbaiki dong. ga nyaman sama bug kaya gini.",1,2023-09-27 17:42:02
Mohon diperbaiki untuk mencari musik indo tidak tersedia..dan sudah berkali2 login ulang dan pindah akun pribadi tetep tidak bisa mohon untuk diperbaiki dari pihak Ig supaya kembali normal dan bisa mencari musik indo kembali,1,2023-09-27 13:47:53
"Instagram sekarang banyak erornya!! mulai dari notifikasi mention cerita gak muncul, notifikasi bisa tersepasi-spasi, reel di sudah di sematkan tapi tidak tersemat, reel sudah diaktifkan tombol berbagi di facebook tapi tidak terbagi, reel di bagikan di Facebook captionnya gak ikut.. parah banget tol !!",1,2023-09-27 12:02:54
"Kecewa banget sama ig, mau post story video knp g ke kirim² padahal sinyal semua aman. Terus udh dihapus batal kirim knp masih ada memposting ?!!! Mana gak hilang² . gak tau kesalahan apa , tolong perbaiki ya min huftt",2,2023-09-27 08:14:55
"IG selalu eror untuk ngelihat story teman dan keluar notif ""lagu ini sekarang tidak tersedia"" dan kalau kita search musik juga selalu keluar notif ""tidak ada hasil yang di temukan"". Tolong di perbaiki.",1,2023-09-27 06:39:24
"Di update malah makin bongkrak mau posting pake audio malah gabisa ""audio sudah tidak tersedia"" ga jelas,tolong lah di perbaikin lagi supaya lebih nyaman dalam bersosial media...gaush update² lah ga jelas lagu tidak tersedia terus!!!",1,2023-09-27 06:05:50
"Instagram yg terhormat, dimohon agar di perbaiki bug saat mau story foto sama lagu mengalami kendala karena lagu lagu lagu luar semua, dan selalu nihil waktu mencari lagu indo, dimohon segera perbaiki",1,2023-09-27 04:49:03
Menurut Saya Setelah Update 1 Minggu Ternyata Gak Terlalu Banyak Ada Perubahan Cuma Emang Iya Bug-nya Banyak Contoh Konten Yang Gak Tertarik Masih Tetap Muncul Walaupun Udah Disembunyikan Lalu Postingan Berasa Dibatasi Padahal Non-aktif Pembatas Dll. Tapi Untuk Fitur² Lumayanlah Cuma Bug-nya Doang Yang Dipermasalahkan Itu Aja Menurut Gua,3,2023-09-27 03:24:30
"Gak jelas sekarang fitur musik lagu indo malah tidak tersedia,lagu luar doank yang tersedia nya. Makin ngawur aplikasi kebanyakan update tapi fitur murahan",1,2023-09-27 02:24:29
"Hai apk Instagram, kenapa setelah update makin ndk jelas saja apkNya, saya udah nyimpa kenangan di Instagram, di sorotan cerita, mau unduh ke galery kok ndk bisa,, mau bikin instastory mau nambah musik, musik yang di cari malah kaga ada. Ndk jelas bangat sih ni apk, tolong dong di perbaiki, kalau bisa balik seperti versi lama, yang enak bangat jelas apkNya, mau undu sorotan cerita ke galery bisa!!Bintan 1 aja selama apk ndk di perbaiki",1,2023-09-26 22:08:54
"Fyp reels berubah drastis, yang awalnya video yang saya suka (Like) malah berubah drastis ke video yang saya tidak sukai. Padahal saya sudah menekan tombol ""Tidak tertarik"" tapi masih saja muncul video yang sama, begitupun video yang saya sukai, saya sudah menekan tombol ""Tertarik"" tapi masih saja belum muncul video yang saya sukai/tertarik. Mohon lebih bijak dalam menentukan.",1,2023-09-26 21:22:42
"Kupikir cuman aku yg eror, ternyata yg lain jugaa, beneran deh ini ig semakin di update semakin ga jelas, fitus musik ga semua lagunya ada, padahal udh judulnya udh bener, tapi yg muncul malah lagu lagu yg ga dikenal",1,2023-09-26 20:33:39
"Musik di Instagram tidak berjalan dengan benar. saya mencari lagu2 KPOP tapi tidak ada sama sekali. Saya sangat kesal, tolong perbaiki. Saya ingin menggunakan lagu-lagu tersebut untuk Cerita Instagram saya. Saya mohon tolong diperbaiki karena saya sangat ingin memakai lagu-lagunya. Bahkan lagu-lagu yang populer seperti Taylor Swift, Selena Gomez, Nggak ada juga. Apalagi Kpop, yang ada lagu-lagu yang ga terkenal. TOLONG DIPERBAIKI ! 🙏🏻",1,2023-09-26 20:31:12
Tolong yang punya ig di perbarui lagi karna makin di update makin susah seperti suara tidak sesuai dengan mulut terus klo simpan foto/vidio gak kesimpan di galeri nya terus banyak bug nya juga klo lagi cari nama lagu gak bisa padahal udah bener tulisannya banyak ngeleg nya jugaa jadi tolong diperparui,2,2023-09-26 19:42:49
"Banyak postingan dan reels yang tidak suka bermunculan, sudah di kelola tidak tertarik malah makin banyak postingan dan reels serupa yang bermunculan. Tolong segera di perbaiki algoritmanya",1,2023-09-26 15:10:48
Fitur music di insta story tetiba pada ilang..pdhal paling suka update story disni krn lgu2nya ngehits bnyk pilihan..skrg sisa lagu2 unknown yg ga menarik..dan ternyta banyak keluhan yg sama.. plizz segera di perbaiki dunk🙏,1,2023-09-26 12:13:04
"Sebelumnya Instagram sangat membantu, tp sekarang malah seperti gada bedanya tanpa install IG. foto/video tidak bisa tersimpan di galeri. jadi ya.. susah jika mau edit dulu sebelum diupload. semoga segera diperbaiki",1,2023-09-26 11:21:17
Instagram gimana sih udah di update kok gak bisa nyimpan foto sama video di galeri masa gabisa masuk di galeri udh gitu masuknya ke file telepon lagi gimana sih tolong di perbaiki yaa jangan begini lagi.,1,2023-09-26 05:46:02
"Aku suka fitur efek kamera apalagi yang lucu"". Kalau udah buat foto atau Vidio suka nyimpwan. Tapi akhir"" ini udah nggk bisa ke simpan. Waktu di klik simpan berikut e emang keluar disimpan. Waktu dicari kok nggk ada di Galeri. Di coba berkali-kali tetep aja gitu.. mohon buat pihak Instagram buat memperbaiki nya. Karena suka banget sama hasil foto nya.. 🙏😣",2,2023-09-26 05:19:12
Kenapa setelah di update instagram sudah 2 mingguan lebih ini aplikasi saya jadi tidak bisa ditemukan musik.. Mau update insta story ketika mencari musik yg keluar hasilnya 'tidak ditemukan'.. Tolong dong Instagram kenapa akun saya jd begini.,1,2023-09-26 01:48:43
"Setelah di update kenapa malah banyak banget bugnya. Fitur musik yang tidak tersedia bikin gue jengkel sumpah. Padahal dulu aman² aja sebelum di update. Terus setiap lihat story temen selalu ada tulisan ""lagu ini sekarang tidak tersedia"".",2,2023-09-26 00:53:45
"Ini musik nya kok kalo dicari gda sii ,malah muncul musik gajelas ,makin di update kok makin burik si ,tolonglah perbaiki secepatnya 😞 ga bisa update story klo gini",1,2023-09-25 23:03:58
"Tolong dong kembalikan ig seperti dlu agar kami pengguna bsa nyaman make, masa iya sekarang klo fto atau video klo nyimpen gak muncul di galery lama bgt munculnya, hp nya harus dioff dlu baru bsa kesimpen bkin gak nyaman aja.",1,2023-09-25 21:52:50
"Tolong banget buat Instagram, saya mau post story pakai musik yang saya mau tapi nggak ada. udah dua Minggu fitur musik tulisan audio tidak tersedia, saya minta tolong banget di respon ya 🙏🏻🙏🏻",1,2023-09-25 20:36:57
"Instagram kenapa sii, ga jelas bgt... masa ga bisa pake lagu.. trs setiap ada org yg posting pake lagu audio nya jga ga bisa di dengerin.. tidak ditemukan",1,2023-09-25 15:03:33
"Makin di update malah makin gajelassss! Kalo mau buat postingan dikasi lagu, eh pas cari malah lagu nya ga muncul semua!!, yang keluar malah lagu barat yang asing² didenger.",1,2023-09-25 12:28:55
Akun ig pertama saya tidak bisa pake lagu lokal ada info. lagu tidak tersedia kalau saya liat cerita ig orang pake lagu lokal kaga ada lagu nya tulisan nya lagu ini tidak tersedia. Tolong di perbaiki yaa min biar makin nyaman make ini aplikasi.,1,2023-09-25 10:11:49
"Ini kenapa ya instagram kok saya abis poto terus disimpan ke galeri, tulisannya disimpan tapi gak ada di galeri. Udah bersihin cache, udah apdet terbaru sampe direstart segala tetep aja gabisa bisa. Tolong di tinjau lagi",2,2023-09-25 09:09:27
"3 tahun pakek ig ,baru kali ini lagu nya full inggris itu pun gk jelas bgd , nyari lagu indo gk ditemukan gimana sih baru kali ini yang kek gini ,padahal akun yang satunya gk gitu lagu indo nya ada ,tolong diperbaiki ya pihak Instagram kalau lagunya bagus si kek di capcut2 itu masi bisa di buat story ,kalau lagunya gk jelas gimana yg mau buat story tolong diperbaiki ya🙏🙏",1,2023-09-25 06:22:11
"bug, setiap membuat postingan/melihat postingan foto orang yang di tambahkan lagu, pasti muncul tulisan audio tidak tersedia, padahal di hp teman saya audionya ada, dan saat di update akun saya tidak terupdate semua, hanya akun secc yang terupdate, akun satunya tidak terupdate, tolong di perbaiki, sangat mengganggu!",1,2023-09-25 05:05:51
Instagram kenapa sihhhhh...saya login 2 akun tp akun utama saya ga bisa masukin musik sesuai pilihan kita di story trus pake emot yg bergerak jg bisa..liat story orang yg pake musik/lagu selalu ad keterangan lagu tidak tersedia. Gimana nih solusinya udah smingguan 😭,1,2023-09-25 01:45:42
Ada bug dimana akun utama saya tidak bisa repost story dengan satu kali ketuk full screen. Akan tetapi di akun kedua atau akun saya yang lain bisa repost story dengan full screen sekali ketuk saja. Masalah settingan kalau disamakan cukup memakan waktu. Menurut saya juga perlu ada yang namanya reset pengatutan. Terimakasih,1,2023-09-24 23:58:50
Tolong di perbaiki dong fitur gifnya kok gk ada ya padahal di versi lama di akun saya ada dqn muncul ini setelah di oerbarui gk ada koneksi internet bagus hp saya di versi android terbaru tapi gak bisa muncul gifnya saya juga sudah bikin laporan di pihak instagram tapi belum ada perbaikan,1,2023-09-24 22:47:48
"Ini kenapa lagi si Kok musik di beranda saya ga ada tolong yaa saya sgt sangat kesal dengan ke erroran ini, sgt Tdk nyaman, dan satu lagi ketika foto pake kamera ig terus simpan fotonya ga kesimpan di galeri padahal penyimpanan saya masih besar, emang tolol bgt bikin kesel tolong ya ajg di perbaikiii gw kesel bgt mau 2 minggu musik di IG gw ga ada suara nya kek ajg",1,2023-09-24 21:46:00
"Masalah ku terjawabkan, trnyata gak cuma aku yg bemsalah ig ny... smua lagu gak ad yang seru... lagu luar negei smua, mau cari lagu indonesia gak ada, gk kaya dlu lagi, smua lagu lengkap. Dah Bintang 1 buat IG .",1,2023-09-24 21:20:43
"Di kurangi dulu, sampai ada perbaikan kenapa gak ada gif ato filter yg muncul, mau edit video jadi gak bagus, apa musti langganan verifikasi centang biru dulu yg bayar 130k tiap bulan baru bisa bebas gitu utk menggunakan semua kelebihan di ig, wah bararti aplikasi nya gak gratis dong.. Lu bisa beli langganan maka lu bis akses semua kelebihan di ig, bisa aje lu cari cuan nya 🤔😅",2,2023-09-24 18:18:34
"Pas nyimpen foto kenapa fotonya gabisa muncul di galeri? tapi sewaktu balik ke IG fotonya ada di mode galeri. jadi gabisa up foto ke story WA soalnya gk nampak, tolong bug nya diperbaiki ada apa dengan IG😭",2,2023-09-24 18:02:15
"mohon maaf kasih bintang 1, karena ada hal yang sangat menjadi keluhan saya, yaitu ketika saya akan memposting stroy atau sesuatu dan saya ingin menambahkan lagu pasti lagu tersebut ga ada, ada tapi lagu luar negeri semua dan itu pun sedikit doang, lagu Indonesia hilang semua, tolong bug ini segera di fix",1,2023-09-24 15:43:13
"Ternyata aku tidak sendiri , tidak bisa mencari lagu terbaru , lagu yang tersedia semua lagu yang tidak saya kenal & seperti nya lagu zaman batu , tolong diperbaiki lagi !!",1,2023-09-24 14:15:58
"Kenapa instagram kalo mau pke musik kok lagu barat , mau cari dipencarian hasilnya tidak ditemukan. Ga seru lagi ah. Kalo bisa 0 bintang sih ini sangat sangat buruk",1,2023-09-24 12:01:01
Kualitas foto dan video yg di upload menjadi pecah.. tidak bisa ditingkatkan lagi yaa? Tolong perbaiki lagi biar ketika foto atau video yg di post di insta story' jadi tidak blur dan kurang jelas,1,2023-09-24 11:45:18
"Padahal dari dulu suka bgt pake instagram. Kok makin lama makin buruk yaa, sekarang musik nya gak bisa dipake, ada sih musik tapi musik barat yg sudah direkomendasikan. Kalo nyari musik sendiri tidak ditemukan. Jadi malas posting sesuatu di IG 😊",1,2023-09-24 10:43:52
"Knpa sih pas sudah saya update kalo lagi foto atau video pada udah di simpan foto sama videonya gak ada di galeri padahal udah disimpan, dan suka ngelag juga kalo mau masuk biasa langsung keluar sendiri,tapi yang paling buat saya kesal udah berfoto&video tapi gak ada di galeri ataupun di video, kan jadi cape foto tapi gak kesimpan, biasa juga kalo tersimpan lama bgt 2 hari baru ada di galeri foto sama videonya, tolong dong di perbaiki lagi kualitasnya 😤",1,2023-09-24 09:16:27
"mengalami banyak bug, salah satunya adalah akun lama ku setiap ada yang menggunakan musik untuk cerita yang disediakan oleh pihak instagram, di akun lama ku tidak ada lagunya dan muncul teks ""lagu tidak tersedia"" namun di akun baruku anehnya normal dan tidak ada bug..saya harap pihak instagram segera memperbaiki masalah ini..karena masalah ini sudah lama sekali dan sangat menggangu",1,2023-09-24 05:59:55
"Info dong bantuannya kenapa ya klo mau save foto dr Instagram, tp ga ke save di galeri, tapi dari file manager ada. Trs ekstensi nya wepb bukan jpg, itu gimana ya cara ngaturnya biar bisa tampil di galeri lagi",1,2023-09-24 00:32:59
saya kecewa dengan instagram setiap ingin mengupload insta story dengan musik selalu muncul tulisan tulisan tidak tersedia tolong segera di perbaiki!,1,2023-09-23 23:48:03
"Lagu yg tersedia ketika buat story itu hanya beberapa lagu barat, ketika mau dipilih dari lagu pop indonesia, langsung muncul kata"" tidak ditemukan untuk jenis musik yang dipilih. Mohon diperbaiki bug aplikasinya. Terimakasih",1,2023-09-23 23:44:45
Padahal sudah login ulang bahkan update apknya.. tapi tetap saja Lagu/musik IG story tidak tersedia seperti sebelumnya /lagu² hits berbagai negara hilang. Apakah bug atau memang ada masalah perizinan dari lisensi terkait atau bagaimana ? Mohon diperbaiki atau bisa dijelaskan.,2,2023-09-23 23:30:23
"Kecwa bgt, musiknya gbisa di play, atau ngeliat sg org lain tp pake musik pasti muncul ""musik tidak tersedia"" Trus foto juga gabisa masuk ke galeri padahal memori ga penuh, trs harus di ss dlu,padahal udah di update tp knp makin aneh",1,2023-09-23 22:01:59
"sumpah wkwk upload story di ig lama banget padahal jaringan bagus banget, pake WiFi juga tetep lama upload nya. tukidannya posting posting terus padahal mau switch akun kan jadi ga bisa. udah berjam jam padahal wkwkwk makin lama makin aneh banget.",1,2023-09-23 20:37:25
"Sudah hampir 3 hari akun saya tidak bisa mengakses musik saat ingin menggunakannya untuk keperluan instatory,,saat musik yg ingin saya cari di daftar pencarian,,yg terjadi adalah musik tidak dapat di temukan,,serta halaman reel saran yg biasa muncul tiba² tidak dapat muncul dan tidak bisa di akses",1,2023-09-23 19:47:30
"INSTAGRAM MINTA TOLONG BGT, ternyata ngga cm saya yang merasa seperti ini. saya mau edit foto pakai musik dan musik yang saya cari tidak tersedia, itu kenapa? dan yang ada hanya musik barat yang ngga terkenal sepertinya, MINTA TOLONG SEKALI DIPERBAIKI!",1,2023-09-23 18:54:38
Mohon maaf kenapa pas aku foto pemandangan pakai kamera di Instagram kenapa foto pemandangan tidak masuk ke galeri/album padahal sudah saya tekan simpan foto mohon diperbaiki lagi apknya saya sedikit terganggu karena tidak membuat video dari hasil kamera foto/video Instagram mohon perbaiki🙏🏻,1,2023-09-23 18:27:29
Tolong lah di perbaiki lagi aplikasinya kenapa pas saya cari judul musik nya selalu tidak ada sedangkan akun saya udah pribadi kenapa kenapa???? Tolong di perbaiki min saya sangat tidak puas dengan aplikasi Instagram!!!!,1,2023-09-23 16:51:48
"Setelah update jadi payah. list lagu Indonesia, Barat, Korea, Jepang, dll di Story dan Reels hilang semua, fitur pencarian lagu tidak bisa digunakan, dan jika share Story dari Facebook audionya mati. Tolong segera diperbaiki bugnya.",1,2023-09-23 16:41:04
"Saat ingin menggunakan vitur musik, musik yg di inginkan selalu tidaj muncul. Juga saat mendengar lagu di story orang lain musiknya tidak bisa di dengar. Tolong perbaikin bug ini admin",1,2023-09-23 15:59:41
"Instagram makin di update makin gak bagus, setiap cari lagu di story pasti hasil tidak ditemukan, yang ada semua lagu barat. Mohon diperbaiki!!",1,2023-09-23 12:46:48
"kecewa sama Instagram yg sekarang, kenapa kalau mau membuat story dan pakai lagu pasti lagu itu tidak tersedia? semua lagu yang saya cari selalu tidak ada dan lagu yang biasanya saya gunakan hilang padahal itu masih di dalam wilayah. Tolong diperbaiki lagi🙏",1,2023-09-23 12:36:04
"Sering mengalami bug, sebagian tidak bisa di refresh, seperti tidak dapat memuat ulang kabar beranda, padahal sinyal saya bagus, mohon segera dilakukan perbaikan terhadap fitur-fitur yang ada di aplikasi Instagram.",1,2023-09-23 12:33:43
Tolong dong bug nya di perbaiki min masa iya lagi nya pada ilang trus kalau liat story orng lain lagu ini tidak di temukan. Tolong dong gimana cara nya biar bisa normal lagi........,1,2023-09-23 11:26:22
"kecewa dgn instagram, mau update story terus tambahin music tapi lagunya tidak ditemukan. padahal 1 minggu sebelumnya masih bagus... tolong diperbaiki dong instagram🙏🏻 kembalikan aja ke versi sebelumnya",1,2023-09-23 10:52:07
"Kebanyakan update, bug gak pernah beres, suara di background masih ada padahal sudah keluar aplikasi, pake mode malam tapi suka ada blank warna putih, story iklan lancar story yg di follow macet² 💩👆",1,2023-09-23 07:49:11
"dari minggu kemarin fitus musiknya masih ada tapi kenapa lagu lagu populer nya tidak tersedia di aplikasi instagram saya ya? ini sudah terjadi lama sekali tolong segera diperbaiki. Sedangkan fitur musik di teman saya masih ada lagu lagunya,, saya juga tidak bisa mendengar lagu lagu yang digunakan oleh teman saya di story instagram mereka. perbaiki secepatnya, hal ini bikin instagram jadi membosankan",1,2023-09-23 05:22:37
"Tolong diperbaiki lagi IG nya, biasa nya buat story bisa di sertai lagu² artis tanah air (Indonesia) dgn pencarian mudah, knp skrg malah lagu² barat. Harusnya semakin memberikan update-an terbaik untuk pengguna IG, eh malah kecewa bgt!",1,2023-09-23 01:43:20
"nggak jelas, makin di update malah jadi nggak bener masa mau pake fitur musik lagunya pas di cari nggak ada, yang bisa di pake cuma lagu' yang nggak di ketahui lagu apaan pas mau cari lagu Malah keluar tulisan ""tidak ada hasil yang ditemukan"" padahal Uda nulis judul lagu yang benar malah sama penciptanya tapi tetep aja, terus kalau mau pake musik yang Uda ada di insta story orang juga nggak bisa katanya harus nunggu, semenjak di update TOLONG KOREKSI KESALAHAN NYA TERUS PERBAIKI AGAR LEBIH BAIK.",1,2023-09-22 22:55:59
"tolong dong di perbaiki fitur-fiturnya, ini kalo nyimpen foto di galeri ga ke simpen, kalo mau up foto juga pilihan lagunya sedikit banget, bahkan artis-artis terkenal gaada lagunya, terus pas liat postingan orang ada lagunya pasti tulisannya 'lagu tidak tersedia' padahal di akun-akun saya yang lain ga kaya gini deh.., tolong di perbaiki, jangan hanya pas saya melaporkan baru kembali benar, tapi beberapa jam kedepan kembali gak jelas",1,2023-09-22 21:50:31
"Kenapa musik nya Ng lengkap, cari lagu²yang trend aja nga ada. Bahkan penyanyi yang terkenal aja pas di cari lagu² nya nga ada. Mau buat story jadi Ng pake lagu. Kecewa banget sama Instagram, Mohon untuk diperbaiki ya🙏🙏",1,2023-09-22 20:11:46
"Setelah di update semakin susah,misal ngespam banyak foto,tidak bisa langsung disimpan seperti sebelumnya,kadang juga hasilnya buram dan kualitas nya buruk sekali",1,2023-09-22 19:31:34
"aga sedikit kecewa sama music nya, lagu nya lagu orang luar semua. gaada music pilihan lain yg dr indo, setiap di cari pasti tidak menemukan. tolong perbaiki bug nya",1,2023-09-22 19:23:46
"Semenjak update versi instagram sekarang gabisa cari musik. Ada sih musik lokal dan entah dimana lokasinya. Story temen yg ada musiknya juga gabisa di denger, lagu tidak tersedia. Tolong diperbaiki ya instagram, jangan update2 muluuu tapi malah jd aneh fiturnya.",1,2023-09-22 18:48:57
kecewa sm Instagram skrg di update mlh kaya gni masa sy mau download foto yg udh sy coba pake efek² di Instagram tetapi ap-!!! ngakunya udh terdownload tpi ap? g ad sm skli tersimpan di galeri udh ngalamin selama 1 minggu kdng sy buat foto dri ig buat posting untuk kebutuhan organisasi sj tdk bisa tolong lah di perbaiki lgi vitur²ny,1,2023-09-22 18:20:12
"Kenapa lagu nya tidak tersedia min Cuma lagu luar negri yang muncul semua jadi malas bikin story ig karna lagu Indonesia tidak tersedia bantu kasih tau dong min,",1,2023-09-22 16:59:32
"Tolong di perbaikin udah di update masih gak bisa denger orang pakai musik. Dan kalau mau bikin story pakai lagu, lagu yang di cari malah tidak di temukan tolong bgt udah hampir 1 minggu kek gitu mulu",1,2023-09-22 16:53:00
Semua udah dicoba tapi fitur musik di IG gak bisa ditemukan sampe HP di reset ualng masih tetap sama gak muncul fitur musiknya. Tolong diperbaiki lagi & direspon.,1,2023-09-22 16:48:54
"Payah bgt bugnya Instagram, masa lagunya jadi eror semua pada gk tersedia. Dicari2 lagunya pada gak ada. Sangat menyebalkan! 🤦🏻‍♀️",1,2023-09-22 15:16:06
"aplikasi Instagram sekarang jelek banget, mau ngasih musik di instastory aja gabisa dan yang keluar malah lagu lagu barat, tolong lah kepada developer segera diatasi masalah ini karena bukan saya saja yang mengalami seperti ini.",1,2023-09-22 14:56:20
"Instagram semakin lama, semakin ga bagus yaa, Katrok! mau buat story pake musik/lagu yg kita inginkan, malah ga ada sama sekali, pdhl lagu tsb lagi viral2nya. ga seruuu! tp kenapa di bbrp merk hp yg lain, msh bisa spt sblmny? bener2 ga konsisten nih IG.",1,2023-09-22 14:42:59
"Kenapa fitur music nya ilang semua ? Padahal tgl 14 sept kmrn msh ada, skrg sama sekali ga bs search. Tolong diperbaiki ya. Please.. Akun yg ilang fitur musicnya akun utama, akun ke 2 justru msh ada.",1,2023-09-22 14:23:30
